all_time_volume,chain,one_day_volume,pool_ids,projects,seven_day_volume,seven_day_volume_liquidity_ratio,thirty_day_volume,token_a_address,token_b_address,token_pair,usd_liquidity
6312189652.187828,bnb,12344267.160978468,"['0x8e8bb17ebc33db8c2f2e89ba32264f6586dc9041', '0x2d9db645a8f645e53a17939eec41d7b786238e03', '0xd99c7f6c65857ac913a8f880a4cb84032ab2fc5b', '0xa6e9b388cfc7b520636500de2dc55230bc548509', '0xf860e573fd87669e9004c108cd8245962f96b444', '0x06cd679121ec37b0a2fd673d4976b09d81791856', '0x4481020f6fb06a9190855fdbe3e6abb12cc57f9b', '0x34a143ed5ef7559b4db017d70df3128f782d0816', '0x6c7a26da2922593774cce0bfd6cba451ce7ce2b5', '0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8', '0xd00302278693e5084e2b06a996d1d14ae3467fe6', '0x75cd1617bb1bd1ec0fea557c192f7736dad83780', '0xf2688fb5b81049dfb7703ada5e770543770612c4', '0x132f13c3896eab218762b9e46f55c9c478905849', '0x7e6cd8876fea0b60b3cb937cca7b0fc4819cd879', '0xc7632b7b2d768bbb30a404e13e1de48d1439ec21', '0xc736fb374dd988eb6076be23fd6e917e957545b1', '0xf3e5bec78654049990965f666b0612e116b94fb2', '0x5289a8dbf7029ee0b0498a84777ed3941d9acfec', '0x4cd8a94975e275bd327431e2225f3afba73b56d7', '0xef763609e773a911a897a93e29c4aefb2bf40221', '0x81a9b5f18179ce2bf8f001b8a634db80771f1824', '0xc98314a5077dba8f12991b29bce39f834e82e197', '0x6bcb0ba386e9de0c29006e46b2f01f047ca1806e', '0x4141325bac36affe9db165e854982230a14e6d48', '0xbf83ca11abc62447226f6b3566918d3594ba3803', '0xfeacb05b373f1a08e68235ba7fc92636b92ced01', '0xc721deccd986d54b39e8c29428a1f06155c3671e', '0xfb4010ee26b86cb9588d2248457489b7fa2ab6e4']","['mdex', 'trader_joe', 'biswap', 'maverick', 'apeswap', 'airswap', 'sushiswap', 'uniswap', 'thena', 'hashflow', 'pancakeswap', 'babyswap']",76485876.2227674,111.13874499596453,790260025.0409594,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,USDC-WBNB,19957850.077763546
5984867088.296273,bnb,542612.0240775521,"['0xc23a6388ab1f29925ca5ed04a0f4166a2b3e252d', '0x8fa59693458289914db0097f5f366d771b7a7c3f', '0x6beeb5bcec3cfb63fcaddb46ac6b6857313a4f6a', '0x76e1b3b2b15a4ff61ab3e245d6b98ae808dee6e1', '0x0004222c2075e9a1291e41f1ca4c8d32141db501', '0xe5459c34e13797372f6c95c0aac81a5faf60223e', '0x4e737f36c45c3283a2645e600ccc433d173594e5']","['uniswap', 'pancakeswap', 'biswap', 'apeswap', 'mdex']",4304334.752556054,1.4190150000920074,38348835.40562605,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,MBOX-WBNB,21233280.314823143
5509247718.86878,bnb,81147.93259658632,"['0x875e67bc75b84a4c2e6ea65c47f790e24aaa7dda', '0xbda9b353a8a8653dda15d5dbb27e84df9038fe24', '0x86f2e5f3395f370607289b898452f226628b172a', '0x804678fa97d91b974ec2af3c843270886528a9e6', '0x80843d62e4b6952d52405643730e95b69bc4913e', '0xef763609e773a911a897a93e29c4aefb2bf40221', '0xc736fb374dd988eb6076be23fd6e917e957545b1', '0xc98314a5077dba8f12991b29bce39f834e82e197', '0x9f6eb6903c1277c8f02d71f8814dc9998199af1d']","['pancakeswap', 'apeswap', 'sushiswap', 'hashflow', 'airswap']",551768.329981521,2.6305323009791843,5299827.335763955,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,BUSD-Cake,1887798.5143863033
4891713670.25019,bnb,242506.1422911112,"['0x34a143ed5ef7559b4db017d70df3128f782d0816', '0x205d76188c8401d52983d7034143f85d2fe846e5', '0xc98314a5077dba8f12991b29bce39f834e82e197', '0x6c7a26da2922593774cce0bfd6cba451ce7ce2b5', '0xd8cc6bfdee087148c220e9141a075d18418abbac', '0xe5dda88771418b4665eb5636645550180cc31da6', '0x17507bef4c3abc1bc715be723ee1baf571256e05', '0x132f13c3896eab218762b9e46f55c9c478905849', '0x7e6cd8876fea0b60b3cb937cca7b0fc4819cd879', '0x539e0ebfffd39e54a0f7e5f8fec40ade7933a664', '0xea26b78255df2bbc31c1ebf60010d78670185bd0', '0x75cd1617bb1bd1ec0fea557c192f7736dad83780', '0xfeacb05b373f1a08e68235ba7fc92636b92ced01', '0xfa711a7c0a72d419a7c5032e261d1900cb9f9b30', '0xc736fb374dd988eb6076be23fd6e917e957545b1', '0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8', '0xef763609e773a911a897a93e29c4aefb2bf40221', '0xfb4010ee26b86cb9588d2248457489b7fa2ab6e4', '0x18d7de602d127fb1bbe9b265703d5f099b1da768']","['uniswap', 'sushiswap', 'airswap', 'pancakeswap', 'hashflow', 'maverick', 'mdex']",2623846.3790005497,2.637637486226974,43036204.38639476,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,ETH-USDC,18900656.91791601
4691463837.309819,bnb,17465.775332410216,"['0x728537de5e3d5a1945555eedbff8a478bf59caa5', '0x52a499333a7837a72a9750849285e0bb8552de5a', '0xcaabda10a3ac99fc15f5b636aa18e6b4fd8db16d', '0x5bd603eb0816d2cf35b927ded59a53b5a2b18fca', '0x39125eed2ea0b316ea8169de17eee48592276323', '0xbc22975c30f305ec9b4ef31a1c82c6275094aec0', '0x7dcc03aa0129b8b07f2c323391f8abb0afb76c52']","['biswap', 'mdex', 'babyswap', 'pancakeswap']",92285.0781724551,5.301480456107916,1143588.4624188538,0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,0x55d398326f99059ff775485246999027b3197955,FIL-USDT,121851.9152443398
4429776342.270555,bnb,828604.4472406211,"['0x312bc7eaaf93f1c60dc5afc115fccde161055fb0', '0x8bc495dbeac561d5a7700e9403518d74123bd65a', '0x59b76b5d39370ba2aa7e723c639861266e85bfec', '0x3e97236ce64844048e3e7d0b5a46802597d17d90', '0xf739d76fb14f39a5efe6622215384e8d2bd86e23', '0xf6f5ce9a91dd4fae2d2ed92e25f2a4dc8564f174', '0x039df62583ddc1c5fda75db152b87113d863b6d6', '0xe043558b77e2b4c262d7d6e579b005ceb7f4591c', '0x70c132a2ddeccf0d76cc9b64a749ffe375a79a21', '0xe0caab61ee7a12d03b268e1f6a56537ac1b61d13']","['wombat', 'pancakeswap', 'mdex', 'babyswap', 'uniswap', 'biswap']",5350780.923416884,119.7181759852549,53499632.009881094,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,0x55d398326f99059ff775485246999027b3197955,DAI-USDT,446948.0828104091
4381923509.0403185,bnb,145940.22957482556,"['0x86822663969b21ce8b3fc37ebf6eed265dc11d18', '0x46492b26639df0cda9b2769429845cb991591e0a', '0x8bdd08fba302969c6267e81ec3244af99043121b', '0x3d19b008307f158e766f9e104101002acfe0a3a2', '0x8ca3ff14a52b080c54a6d1a405eeca02959d39fe']","['biswap', 'pancakeswap']",1192784.8375230029,2.2716022774743547,5444106.975211681,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,BSW-WBNB,2625426.223047245
4203229265.2530627,bnb,1385577.7795045867,"['0x235c1f439cfd64e153dd77194afba685e3cc3de5', '0x55fe55677e8398ef5c92f01b780403c9a771a1c0', '0xfe4fe5b4575c036ac6d5cccfe13660020270e27a', '0xef763609e773a911a897a93e29c4aefb2bf40221', '0x7f51c8aaa6b0599abd16674e2b17fec7a9f674a1', '0x2b1ab050d9975c5449b12b2a084630f51d14d80f', '0xa39af17ce4a8eb807e076805da1e2b8ea7d0755b', '0xc736fb374dd988eb6076be23fd6e917e957545b1', '0x8ec186cd1ad51c380bd23fde29f852226647616c', '0xd5bcc36f9e852ce059843cbeeff6680d09330a73']","['mdex', 'uniswap', 'hashflow', 'pancakeswap', 'babyswap', 'sushiswap']",8915870.395346543,12.947405277536715,76154929.27678385,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x55d398326f99059ff775485246999027b3197955,Cake-USDT,6886221.759672
4186545014.6285233,bnb,443340.2081154622,"['0x312bc7eaaf93f1c60dc5afc115fccde161055fb0', '0x0c96e0cacf901f1eb935061caab170f8b2b788dd', '0x8b6ecea3e9bd6290c2150a89af6c69887aaf1870', '0xc98314a5077dba8f12991b29bce39f834e82e197', '0x1d80c7e4af84a6cafedf8d7c9635ac4978a8e338', '0x66fdb2eccfb58cf098eaa419e5efde841368e489']","['wombat', 'biswap', 'apeswap', 'airswap', 'pancakeswap']",2524636.2045324263,42.40335902678209,34847135.21111283,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,BUSD-DAI,357231.53954919346
4054840778.2634706,bnb,84006.43285839913,"['0xfb4010ee26b86cb9588d2248457489b7fa2ab6e4', '0x9ba8966b706c905e594acbb946ad5e29509f45eb', '0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8', '0xc736fb374dd988eb6076be23fd6e917e957545b1', '0xc98314a5077dba8f12991b29bce39f834e82e197', '0xef763609e773a911a897a93e29c4aefb2bf40221', '0xcfc551daf4437e9e6516747c30012f094b74880a', '0xfeacb05b373f1a08e68235ba7fc92636b92ced01', '0x75cd1617bb1bd1ec0fea557c192f7736dad83780', '0x7e6cd8876fea0b60b3cb937cca7b0fc4819cd879', '0x6c7a26da2922593774cce0bfd6cba451ce7ce2b5', '0x7213a321f1855cf1779f42c0cd85d3d95291d34c', '0xb0aebbc35d98387c63a6e87cd2cf67ec2e5a5851', '0x34a143ed5ef7559b4db017d70df3128f782d0816', '0x132f13c3896eab218762b9e46f55c9c478905849', '0xc0ba2569e473974e9004ceeeae76aeaea521525c']","['dodo', 'airswap', 'biswap', 'hashflow', 'pancakeswap', 'apeswap', 'mdex']",1030106.6255499336,0.9559305351302451,9987499.560058327,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x2170ed0880ac9a755fd29b2688956bd959f933f8,BUSD-ETH,17241531.05597083
3868034718.3386393,bnb,535.9201375099913,"['0x33521cc21abd8423a8e64de397a414ea200fd9af', '0x17cc6f2f503d044271ff51a4464a53074d5bb4c8', '0xce03f56c13d0a5725b9d01b816c983dc7aab130f', '0x5afef8567414f29f0f927a0f2787b188624c10e2']","['biswap', 'mdex', 'pancakeswap']",10284.933509186894,0.3340831723140451,175634.77358220212,0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,BUNNY-WBNB,123142.19166380333
3667975423.4187307,bnb,87756.58853561722,"['0xbde5272c330873d70f1ff86e9c044fd47d74df60', '0x2b30c317cedfb554ec525f85e79538d59970beb0', '0x4344b51cf44f4f182a8e25239cf4d81b315331c3', '0xcbf9f41e567e52bb9c86a85bd101bbd964b5c5e1', '0x81fb7cddd1f1ea5b4d3897adbdd2dc4dd02f9633']","['biswap', 'pancakeswap']",676761.1588288823,3.1710018489121827,3906947.8035145886,0x965f527d9159dce6288a2219db51fc6eef120dd1,0x55d398326f99059ff775485246999027b3197955,BSW-USDT,1067109.3728012904
3598120057.6948147,bnb,603488.0131076744,"['0x03406fffdd9725c6bcca9531b90618af9567298c', '0x6100681eb8db972d203610fdfaa18beb415f3b06', '0x8e744ec2795c8b836689d1b4ebe1489204357dac']","['mdex', 'pancakeswap']",2682247.838150116,1.6048260026209884,15764392.684662297,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x12bb890508c125661e03b09ec06e404bc9289040,BUSD-RACA,5014090.936530487
3265417819.0626354,bnb,677.3073066439812,"['0x5e74156cda61fdf34f954fbd8fa72240736c3f33', '0x556e865f367632d941585138928c2663c8809844', '0xbd26e08411483c4bebba80939fa5a775bee22338', '0xd44cd46d4ba2cc243c9751a9ffcce860c6bdd00f']","['mdex', 'biswap', 'pancakeswap', 'apeswap']",4591.990087538808,0.01606239120735725,71574.47682860962,0xd44fd09d74cd13838f137b590497595d6b3feea4,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,ETERNAL-WBNB,1143538.350737089
3229346522.1421194,bnb,516567.27748403675,"['0xa47aca4dd3537d09e2b812aeee3bc7124921858a', '0x312bc7eaaf93f1c60dc5afc115fccde161055fb0', '0xe0ac55cb9e692950760d82655ceec28457798579', '0xdd15e622185261a7e42398ee9df5ec1849387fd5', '0x7a72b31918f598154f3e6171c5f341fbaf1fd0b7', '0xadbba1ef326a33fdb754f14e62a96d5278b942bd', '0xc1fec3a507e19f89c91c0274202f4b847fbed28e']","['uniswap', 'wombat', 'apeswap', 'pancakeswap', 'biswap']",3042403.848466936,1488.5793280289772,36981438.04257832,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,DAI-USDC,14306.813576047443
2999343622.8394504,bnb,284271.347065676,"['0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8', '0x8bc543a03edd67eb454174417f55f020d6fab215', '0x62f0546cbcd684f7c394d8549119e072527c41bc', '0xdd5bad8f8b360d76d12fda230f8baf42fe0022cf', '0x85f23f7c9f4277371d4faf892b0c97cf3da62e8e', '0xbdade5c2c966ee5558d2e0bdd3d9276bea2c6007', '0x21cbb561c5d7d70e9e6cc42136cb22f07552aeef', '0xb84678f2555ac2145ddf3ec59bf91e1a1b977279', '0xe7fbb8bd95322618e925affd84d7ec0e32dc0e57', '0x132f13c3896eab218762b9e46f55c9c478905849']","['sushiswap', 'pancakeswap', 'uniswap', 'mdex', 'apeswap', 'biswap', 'airswap']",2235502.822601891,10.430102407613607,14344818.386173155,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,DOT-WBNB,2143318.1911714054
2879824256.533343,bnb,3997.5963494977846,"['0x834f6849147d93c62cc142495091a45b00bcff93', '0xe1cbe92b5375ee6afe1b22b555d257b4357f6c68', '0xbafc96dbca5df5dbd1c9af5479fe65be8fbf9daf']","['pancakeswap', 'mdex', 'babyswap']",41772.23857259547,1.5125858948478177,292782.18107827584,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,0x55d398326f99059ff775485246999027b3197955,MDX-USDT,82849.32190934823
2853958371.1190133,bnb,683704.7550164955,"['0x28415ff2c35b65b9e5c7de82126b4015ab9d031f', '0x8860922eb2795ab0d57363653dd7ebf18d7c0a42', '0x0ab8855c73d567f0ec633cddec43580c5f7e2555', '0x428dab4f52c5f76b86ed964e03e7c93d02f2e3bb', '0x40d4543887e4170a1a40cd8db15a6b297c812cb1', '0x673516e510d702ab5f2bbf0c6b545111a85f7ea7', '0x9af6ca1ddd2057cf57d14cfe3e0ae14c21f7064f', '0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8', '0x132f13c3896eab218762b9e46f55c9c478905849', '0x4553e7de926c1ddeb5e2f7b8c8a8dc51c3544977', '0xa22df26ee4c7c32cd61997fbf38484f6b1d323cb']","['biswap', 'uniswap', 'mdex', 'apeswap', 'pancakeswap', 'sushiswap', 'airswap']",2516737.077484927,8.797923901991242,20027614.416457195,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,ADA-WBNB,3146663.7084765458
2714825806.973371,bnb,202709.53071628787,"['0x13e0b4a98f7ca21b8d1c46f5f0b84fccc7b0424c', '0x77d5b2560e4b84b3fc58875cb0133f39560e8ae3', '0xd1b4efa996a8899331850c92202e47bea6d62623', '0xe21565a010d47df5481957e47e8c653f30a9d781', '0x753c734dfe05af28a732c033e26ea6d369e07662', '0x9e199da6f87e09a290724eba866eedae2e971a0b', '0x7eb5d86fd78f3852a3e0e064f2842d45a3db6ea2']","['pancakeswap', 'sushiswap', 'biswap', 'apeswap']",1655235.345601856,10.25855741624128,16911558.692295235,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,WBNB-XVS,1129461.6727366648
2712973037.7262015,bnb,349575.6966143097,"['0x9c3d4fb14d3a021aee4fd763506b1f71d509dc90', '0x02fc5ceb0fd1241f2e90888a537933b9a78395c8', '0x402457adee5e7e35afeea09335d5a9ea415ab70f', '0xc016f93d1b11878804c345e93c8588794480cd83']","['biswap', 'uniswap', 'pancakeswap']",1777698.9114693608,1.8826972587364597,9753537.13075251,0x12bb890508c125661e03b09ec06e404bc9289040,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,RACA-WBNB,3776919.317686654
2667028488.350376,bnb,7658.355777530974,"['0x62d9e047573f9ded44a79a003ca6b2adb926996b', '0x223740a259e461abee12d84a9fff5da69ff071dd']","['pancakeswap', 'mdex']",83080.21696220874,0.5966822195228111,671877.7999505884,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,BUSD-MDX,278473.91540727013
2525084442.9458127,bnb,36371.71959714158,"['0x67cd33080ba5f925cd957646371302ca0d8b12de', '0xf842a922edb51fe7ca464823bff7fd906366ee4b', '0xe267018c943e77992e7e515724b07b9ce7938124', '0x4bfb233889fc2db5aa89df168a6338fcfa57462c']","['biswap', 'pancakeswap', 'mdex']",270997.61481282994,0.05473248767161313,2232395.612395827,0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,HERO-WBNB,19805247.401782703
